417784622902523,667342817866229,-0.007501602,false
417784622902523,667342820277118,0.0016527176,false
417784622902523,667342822718524,0.0070590973,false
417784622902523,667342825129413,0.015217781,false
417784622902523,667342827540301,-0.0012168884,false
417784622902523,667342829951190,-0.006723404,false
417784622902523,667342832392596,0.006108284,false
417784622902523,667342834803485,-8.506775E-4,false
417784622902523,667342837214374,0.005056381,false
417784622902523,667342839625262,2.117157E-4,false
417784622902523,667342842066668,-0.028541565,false
417784622902523,667342844477557,-0.06111431,false
417784622902523,667342846888446,0.34161186,false
417784622902523,667342849299334,-0.63980865,false
417784622902523,667342851740741,0.8951359,false
417784622902523,667342854151629,-1.0354414,false
417784622902523,667342856562518,1.2045937,false
417784622902523,667342859003924,-1.2683563,false
417784622902523,667342861414813,0.90915585,false
417784622902523,667342863825702,-1.1926823,false
417784622902523,667342866236590,-0.031476974,false
417784622902523,667342868677997,-0.6319933,false
417784622902523,667342871088885,0.005514145,false
417784622902523,667342873499774,0.07523632,false
417784622902523,667342875910663,0.098469734,false
417784622902523,667342878352069,0.5247965,false
417784622902523,667342880762958,-0.06254768,false
417784622902523,667342883173846,0.9894028,false
417784622902523,667342885584735,-0.4048891,false
417784622902523,667342888026141,1.4295435,false
417784622902523,667342890437030,-0.7380791,false
417784622902523,667342892847918,1.6855869,false
417784622902523,667342895289325,-1.0194626,false
417784622902523,667342897700213,1.8012142,false
417784622902523,667342900111102,-1.2906694,false
417784622902523,667342902521991,1.9039392,false
417784622902523,667342904963397,-1.5626392,false
417784622902523,667342907374286,1.9294786,false
417784622902523,667342909785174,-1.7967978,false
417784622902523,667342912196063,1.9125128,false
417784622902523,667342914637469,-1.952033,false
417784622902523,667342917048358,1.8725529,false
417784622902523,667342919459247,-2.0797043,false
417784622902523,667342921870135,1.8584776,false
417784622902523,667342924311542,-2.1771097,false
417784622902523,667342926722430,1.8150015,false
417784622902523,667342929133319,-2.2616587,false
417784622902523,667342931574725,1.8105345,false
417784622902523,667342933985614,-2.301609,false
417784622902523,667342936396502,1.7977266,false
417784622902523,667342938807391,-2.3367462,false
417784622902523,667342941248797,1.8002443,false
417784622902523,667342943659686,-2.3672638,false
417784622902523,667342946070575,1.8160152,false
417784622902523,667342948481463,-2.406331,false
417784622902523,667342950922870,1.8689909,false
417784622902523,667342953333758,-2.4290257,false
417784622902523,667342955744647,1.8929491,false
417784622902523,667342958155536,-2.4424152,false
417784622902523,667342960596942,1.9224472,false
417784622902523,667342963007831,-2.4609318,false
417784622902523,667342965418719,1.9631395,false
417784622902523,667342967829608,-2.4704914,false
417784622902523,667342970271014,1.9957018,false
417784622902523,667342972681903,-2.4789019,false
417784622902523,667342975092792,2.0234222,false
417784622902523,667342977534198,-2.496912,false
417784622902523,667342979945086,2.0587816,false
417784622902523,667342982355975,-2.4877768,false
417784622902523,667342984766864,2.175208,false
417784622902523,667342987208270,-2.5209665,false
417784622902523,667342989619159,2.2367058,false
417784622902523,667342992030047,-2.4985752,false
